-26,26,-69,15,67,-30,-36,37,27,0,16,-52,-4,8,21,42,-16,-34,12,18,-11,41,-38,38,31,5,53,-32,52,-6,30,-5,-8,13,-46,-49,20,8,-43,-31,54,-38,-7,19,2,-68,-51,8,62,15,-19,-62,-59,19,24,54,56,21,9,12,41,-11,17,-2,47,-18,-26,71,-38,-6,20,-40,-23,-20,46,25,94,-14,-45,30,-20,39,65,12
9,69,-33,3,71,22,-56,-44,101,-61,16,26,15,-46,-1,-45,6,-27,101,-57,-13,-28,-74,-102,53,15,-51,20,-72,-71,-73,7,-61,-31,-24,85,19,-76,10,-1,69,-118,-55,22,-26,-110,60,-40,46,41,45,35,-23,-7,-70,-63,-34,32,-74,14,23,-47,-60,85,-95,-15,-7,33,41,-9,-81,-3,42,32,13,-112,-62,-29,31,-70,66,29,53,-14
75,40,-98,-1,20,87,-6,21,26,59,-91,44,6,29,-32,-34,-108,-13,-125,-39,-8,-60,-40,37,-9,89,27,63,2,-90,15,17,89,39,-41,-71,-57,32,-36,56,81,-39,-24,74,-49,-80,-81,-106,74,-29,-45,-44,34,-11,69,72,-64,-81,-121,-6,44,-43,-47,45,-101,30,5,56,32,-6,-11,21,36,-24,-20,18,108,-97,78,-22,-14,25,-34,-77
-64,-17,-11,74,23,-33,-5,75,1,-31,67,-59,27,10,44,-31,63,33,34,52,82,-5,91,-104,-12,-44,11,-74,-52,-62,56,4,-79,38,-51,46,-35,-32,-83,-13,34,58,-44,-14,10,3,78,-38,11,7,-18,-5,22,30,-58,-76,1,32,4,35,-80,50,-43,60,-17,13,9,-6,-32,31,-61,33,30,-61,19,14,-115,-11,-16,47,34,-59,-82,48
5,39,4,-50,54,-15,-84,-77,37,-81,-58,-53,6,-35,-38,117,46,-89,68,11,-17,12,-3,-7,22,53,19,101,-58,-30,-86,-84,81,-38,-49,84,53,18,5,-5,41,-67,58,40,0,-104,12,-111,-98,57,88,-13,-6,-5,-54,37,65,8,-80,-15,119,-58,10,-63,25,20,-81,19,-44,-80,2,-67,79,87,-20,-35,23,10,23,-36,-5,74,77,-85
9,-52,68,32,2,-16,-24,-46,-12,61,-71,-8,-42,-66,11,-14,-6,-34,-61,-42,81,77,63,-27,4,-23,-10,46,-37,-70,40,-61,-6,-13,17,20,70,20,-1,97,-45,42,58,-12,40,18,-4,64,-24,-18,-19,-53,0,-66,-21,10,-1,-59,109,27,73,-5,33,-27,88,-67,-60,64,11,-29,-26,10,-9,-2,-77,-49,-58,53,30,5,-15,66,-30,-61
-16,13,-45,52,56,99,-3,11,-31,-25,-21,10,70,-9,28,-30,-48,27,-26,21,-28,32,-29,-33,28,-8,-4,-47,-8,-23,-10,35,22,15,88,-66,-61,59,-47,-29,23,-9,65,34,-9,46,-17,55,44,-13,-25,-57,-9,36,-38,-4,0,15,93,19,-13,73,63,26,39,-44,66,-1,10,3,-38,-1,-62,22,-42,-29,-43,-1,-43,51,-66,-25,-54,65
-8,-24,43,29,40,0,-114,-51,26,-82,-62,-4,-90,-14,82,-29,-10,26,78,-119,-25,76,-16,34,-65,-7,-91,-25,36,-84,39,18,-35,-76,71,31,40,22,-52,-24,-21,56,-40,23,36,61,81,33,-11,-16,-11,-17,-24,-123,110,-20,-66,-84,81,9,17,-14,51,-27,-32,-122,-74,-51,56,70,70,42,-80,99,-121,-26,-62,36,56,105,-109,99,20,1
63,27,49,17,25,63,-71,37,-9,28,10,-25,32,32,29,70,22,-27,-84,-2,-9,28,-38,52,24,28,18,114,-37,-12,13,13,49,80,-53,11,-38,58,32,21,57,-15,97,-53,-75,14,-79,-56,24,-10,64,-36,21,19,-17,80,7,-18,-62,-9,87,84,-34,38,-48,-33,-56,-1,115,-25,15,61,97,-4,8,-5,45,5,69,-15,0,15,7,-17
-2,-67,-20,-19,-11,0,60,46,-22,9,-42,33,-43,69,55,-43,-66,8,9,10,-71,-72,-41,44,-21,-49,-52,-58,38,58,20,-27,-53,56,45,-17,-25,-2,-76,-40,6,-43,64,-27,62,25,-18,56,69,2,-49,34,38,-19,38,39,-101,-4,-6,-67,21,-8,-16,25,-28,-32,41,45,-65,9,-21,19,12,-83,-17,31,64,-60,10,-27,-16,-54,-22,29
32,100,16,-54,-30,-18,3,50,65,22,-47,-5,43,60,35,55,67,-61,-59,-17,0,-96,-49,-13,24,61,24,1,-30,-7,34,-22,52,58,-13,95,-79,10,47,-29,38,-33,58,12,-21,-41,-41,-109,6,-61,-7,3,15,-6,-69,33,-71,-27,-110,-7,-44,105,-8,87,-30,29,69,38,14,2,-89,2,93,36,29,30,2,-42,71,-28,41,-62,-46,45
-11,-51,-56,21,52,-12,23,16,-31,60,11,23,12,56,-28,-44,28,45,58,-10,-20,38,-21,1,37,-45,48,21,-19,-5,46,-38,25,57,-25,-32,-33,5,-19,46,-23,34,-19,13,-38,-4,-2,21,47,38,-12,-24,-45,-23,54,33,74,-16,-3,16,-45,-6,-3,-39,21,-30,-4,-10,64,-20,34,34,-35,-23,-32,-59,8,36,14,-54,72,17,13,-61
-48,-48,3,64,38,11,-23,-23,-70,14,-29,61,-25,-99,-17,-121,14,76,25,-63,42,124,93,-101,72,11,-73,-12,-21,-26,-5,33,-90,-70,-76,-18,-37,-65,8,-65,37,73,-11,69,-65,-15,103,-33,52,20,44,-55,-32,22,72,-106,64,74,45,105,22,-81,-83,16,47,33,-10,-28,-54,124,-101,15,-115,-10,-29,-15,-94,10,-39,3,39,2,-23,20
40,10,-27,-2,-39,28,41,9,-40,21,-25,-29,4,57,-21,-8,23,-3,-59,-4,-84,32,63,23,-36,63,42,-11,-23,-44,-48,-37,-14,-2,18,-18,-34,-21,-72,25,-18,35,-13,-23,-48,41,43,35,59,-64,27,10,-10,6,23,-17,43,-32,-10,-51,63,-47,4,-34,39,13,-21,-35,-46,8,-18,23,-6,21,44,-9,79,-57,-18,-19,-28,-27,-36,-82
78,-20,-59,-49,3,40,-24,-4,-24,-8,-19,66,-9,-22,-5,-23,-69,96,32,24,26,110,49,-32,50,22,-25,66,44,15,42,16,8,14,43,-96,-45,55,23,5,26,79,30,10,-56,26,40,45,71,51,3,-8,-25,16,38,-78,4,-2,30,106,-71,-49,-55,-4,95,-60,-13,-21,57,49,-26,-16,-81,56,-28,29,-18,96,-2,-18,-93,52,-4,-89
-53,51,23,-40,-23,19,-72,53,-19,-50,53,-45,-11,-5,44,84,15,18,-57,-19,36,-55,-60,10,21,14,-39,-92,2,-5,24,0,-58,6,31,85,73,-26,20,-31,7,-77,99,-22,-4,-60,-11,-57,-36,-52,-1,-16,-19,-16,40,27,-17,-28,66,-56,66,-30,16,59,-97,-1,34,-36,-9,-32,63,23,29,24,-48,-20,41,6,84,54,-15,6,35,103
-25,74,-26,53,-27,103,19,-25,-40,-42,17,16,21,55,19,19,33,49,-69,49,-10,-47,-8,-15,-12,-82,70,28,-29,102,-12,25,30,32,72,50,68,38,45,49,-30,38,76,1,54,-22,-77,16,-49,25,49,-39,1,35,-55,48,2,-24,71,-27,58,3,41,1,83,10,10,21,6,-62,-23,50,48,-29,-1,-43,-43,30,-39,66,41,5,-62,88
31,24,-72,-81,25,-3,-2,-67,29,-77,-66,23,5,75,-58,-55,-61,57,3,-4,-60,-21,15,-11,9,-48,-40,-87,-5,76,-70,11,-54,-50,-41,-50,7,-13,-39,3,-13,-61,-60,-7,79,-65,11,13,27,-15,12,50,-56,-13,50,51,-10,75,50,-24,42,-48,-13,52,-38,-4,-12,24,31,3,2,-47,-70,-10,9,60,-17,-66,-48,-63,49,7,100,66
-15,-22,39,-63,25,9,-28,-62,16,-63,-64,10,-32,27,-3,12,8,22,24,25,-49,14,60,-20,8,61,22,22,-65,-1,-57,-64,5,-65,-63,64,51,-42,44,-21,-21,-42,44,-46,-42,59,43,22,-50,90,24,44,45,-9,-35,-23,-35,-30,10,9,-14,-10,15,-6,10,31,-65,-84,1,28,124,-6,14,-46,-19,38,-45,18,49,-45,-69,-10,-12,-92
2,64,63,-4,19,-49,10,26,-58,22,-56,-61,-18,-92,31,23,37,-81,-69,54,41,-61,29,-41,-13,95,14,78,-58,13,20,-21,20,21,11,7,-31,2,56,65,52,45,11,-30,-59,62,-5,-32,-98,0,49,31,95,5,1,-19,-27,-79,-61,14,29,40,29,-47,-39,48,17,-44,34,-66,36,23,77,-43,31,-24,13,62,53,27,17,-55,-85,-80
38,-3,37,5,-88,-95,9,7,-65,43,-22,60,0,19,-2,34,66,39,86,59,2,53,-10,6,2,88,49,65,-19,48,-31,7,-6,37,-26,-74,-10,54,-39,-9,-32,6,36,32,-50,71,32,60,27,122,-31,45,-32,-14,77,-53,-1,-7,-67,8,-62,16,-29,-69,64,-41,-61,11,42,51,-11,-15,2,42,14,49,-62,84,-10,48,-31,-42,-71,-11
-13,1,2,41,-48,29,33,58,-63,3,-20,-63,-57,22,37,57,12,14,-30,75,79,-61,6,26,-2,-32,71,-3,-34,31,30,-7,-18,86,67,69,18,58,-7,-2,-58,18,116,-4,-12,-24,-89,6,-104,-76,15,-21,-7,17,-65,-22,31,43,85,-2,-22,72,80,21,69,28,40,21,29,-8,30,49,43,-32,37,12,-27,51,-24,37,-18,-18,25,98
-6,-1,-37,74,13,34,-5,-19,-79,28,-9,38,19,9,41,-20,-87,-59,-93,-64,12,68,7,-33,33,45,-91,-60,22,-64,2,63,-52,-8,-24,-57,-26,-36,13,-68,35,81,43,-52,-24,45,6,26,72,-37,-3,-64,-12,-28,32,-68,-46,0,-13,33,-7,-36,-40,-7,-21,-49,35,28,-49,4,-99,98,-50,42,-54,34,39,-35,5,-10,33,42,-10,-26
39,49,7,-13,-25,-44,-20,-12,-88,49,33,-20,88,-26,75,-6,73,37,-64,-44,72,-36,35,8,-5,-10,-43,4,-8,-29,20,-58,-16,61,49,49,-38,52,-64,46,-5,14,49,-39,-54,65,-46,-1,-56,24,24,-19,-43,-75,45,-72,-30,-54,77,65,-35,81,87,-23,36,-118,-51,31,102,46,36,39,20,19,-86,45,-20,92,68,33,-82,41,23,-40
58,-99,33,54,-10,29,-7,-1,89,5,-120,-1,2,-33,-19,-47,-83,32,48,-48,33,-14,43,90,-60,46,44,-31,-16,-41,-12,9,64,-55,-18,16,-59,15,7,79,-82,65,-1,16,75,2,61,7,15,20,-26,3,25,-8,2,62,-42,-46,-71,-47,20,-47,17,-54,36,0,1,27,-91,-20,11,-75,-98,-54,-25,48,33,-8,-18,49,-85,28,-9,-17
-6,36,59,22,-64,-38,62,67,-97,-40,27,-46,87,15,16,-33,81,98,42,89,-24,15,58,85,11,70,-15,72,-2,-29,15,-11,0,55,-68,-94,-92,-15,-81,-38,50,83,46,15,-52,55,-14,-68,20,110,-35,-3,-60,8,-20,-4,-11,-27,-17,33,52,35,-26,-30,62,29,-81,-92,-10,54,77,-23,52,-12,81,79,33,29,-29,-12,-3,-44,-88,-95
-31,-54,-11,-33,-15,51,-51,28,32,19,-44,-42,-96,66,6,15,18,-122,-5,-31,-87,-106,-5,37,-22,66,-58,-79,-39,-65,3,-38,-4,-45,26,38,54,-92,-49,41,-57,-70,2,84,11,-30,94,-27,30,-121,-17,27,-20,-53,-30,15,-54,-87,55,-102,58,0,-34,6,-121,35,-11,-68,23,-98,111,-46,1,-99,23,87,28,-106,10,-37,31,-38,-27,-19
-28,35,84,-22,-103,-72,23,15,56,52,49,57,45,-2,-11,25,120,-26,54,70,54,-81,-90,-51,-13,3,21,-26,16,27,38,27,-23,19,-24,69,-71,-40,-9,-14,-39,-14,-48,-66,50,56,-26,20,-83,47,50,68,13,-68,9,-60,-37,-18,-52,-20,-95,-4,44,76,-58,-38,80,7,22,-42,-75,15,105,54,29,-52,-59,55,25,-77,-25,-39,-40,110
17,-40,35,-16,16,-9,91,20,7,34,87,91,17,-64,31,-92,-25,68,-26,-19,49,-54,34,-13,-17,43,-11,7,15,17,-21,-37,-15,38,31,-84,-88,-7,-27,-6,-27,15,-55,62,-31,52,36,31,61,27,-41,25,-33,38,-26,-3,18,-17,-65,-18,-62,71,-25,24,-21,-8,-18,14,2,-14,36,-10,-4,26,41,-3,-37,6,-72,-5,-4,-43,-89,50
-31,-45,23,7,-38,-12,6,-6,65,-6,-33,-83,-17,70,16,76,13,-6,-82,44,-79,22,-62,68,12,12,37,-73,42,80,47,-5,-24,49,1,-56,3,50,-60,31,-67,-42,49,31,51,23,26,46,54,-73,-18,-33,-61,-30,62,40,10,7,85,-23,84,23,76,-37,-33,-7,-19,38,-5,4,92,-7,-52,23,-16,14,45,-87,-36,5,-39,6,43,80
-33,50,33,-48,14,-8,-19,-15,53,0,-46,-45,-48,35,-49,37,29,-32,-64,-14,-31,32,-66,27,24,-64,72,-18,17,19,-55,24,66,35,49,58,-32,0,-42,34,19,-19,-57,-47,39,-12,-20,-8,-64,-38,-45,0,65,2,-53,90,-34,-32,-63,-30,-25,-49,43,-54,-60,79,0,-36,28,-46,-10,-56,-28,-22,27,-12,21,-55,-28,21,-8,2,26,-22
-124,-36,35,-10,89,-49,-24,64,1,-4,23,-124,-62,74,2,113,-2,-103,24,-13,85,-26,41,-47,36,-51,-8,-96,-120,-91,-29,63,-44,47,-120,-49,71,-62,-69,-12,71,1,-7,36,-57,44,-14,-90,-2,-90,26,-81,-47,84,-28,14,85,79,43,-40,53,29,-25,102,-18,80,38,-68,-38,5,-72,0,10,-65,12,-37,-25,-39,16,81,5,-55,42,45
-15,114,-31,-28,36,-56,-18,-21,73,-53,-11,-31,53,37,-26,90,-2,1,89,35,-14,-29,-23,0,62,10,54,-3,9,55,-14,16,4,-6,-104,-24,-42,-29,5,-79,3,-102,-83,23,-30,-106,-71,-114,5,-20,64,14,-90,49,-36,-15,38,67,-110,14,-24,-13,-66,71,-28,58,68,24,-48,-37,-27,6,87,6,76,-54,12,57,-35,-102,-19,-40,-16,-12
7,-13,-68,-20,17,-32,59,57,-58,-11,-16,-25,37,54,-23,-47,5,-28,-23,18,40,-40,12,-6,-16,-61,50,-45,48,26,-19,26,27,29,27,-45,8,57,-46,-32,26,62,65,79,17,28,-50,80,-3,-70,-23,34,-57,26,72,-48,-7,41,22,16,8,-39,-3,19,36,-32,-15,29,-49,31,-76,-7,-14,-17,34,39,14,-2,1,-27,-62,26,-7,88
33,25,-41,-19,-43,-4,-60,-32,32,10,-37,59,-36,3,-58,-53,-33,-86,-79,10,11,-48,-29,-8,-5,-75,-49,-9,19,-9,18,73,-43,-63,55,61,12,-35,64,-54,-42,-74,12,68,80,-19,-47,29,61,-62,-17,26,7,-65,23,0,-87,-45,34,-15,-16,44,54,55,-34,-35,-16,54,-48,10,-79,-11,-12,-32,-37,-53,40,-42,22,-46,71,51,63,35
-58,35,64,20,23,80,-36,42,63,54,-60,-87,6,29,32,80,7,-63,-10,53,-46,3,-1,-12,-35,-63,19,-70,-18,-4,60,-63,-22,49,-32,-5,50,-22,44,28,32,-35,117,31,20,17,-63,18,-57,-31,-5,5,45,43,-65,85,56,10,97,-75,22,71,14,2,-12,60,58,-22,44,-31,85,23,-22,-53,-15,-35,50,-74,-4,55,21,-11,47,-22
40,-25,-25,46,62,24,42,93,-92,-27,27,-69,-29,-53,56,3,20,66,-40,9,3,-40,3,18,32,44,-49,27,-26,-36,68,-4,-20,62,-13,-91,40,-45,-62,8,52,48,22,-97,-58,87,33,-20,3,-62,-31,17,46,41,55,-57,31,17,19,33,4,34,-10,44,-43,25,8,-30,-30,47,-21,66,-13,39,23,54,6,-31,8,11,-15,-17,-14,-56
-1,5,-54,27,77,95,-28,24,-1,85,78,19,73,2,-8,10,23,19,-82,27,116,-50,-110,-81,0,-118,71,-92,51,-24,47,101,-20,37,77,63,73,53,39,-44,63,-70,30,-71,52,-59,-88,65,26,-80,31,2,57,-4,-85,47,73,-37,40,19,-44,13,22,86,-41,35,126,53,47,-48,-22,65,-9,19,-45,-18,-34,-37,15,-55,112,9,-34,70
56,13,-47,-75,18,-9,8,9,38,-1,25,64,-31,62,19,12,-57,22,41,35,-75,23,-27,94,-39,32,63,23,50,58,-7,-62,-10,57,58,-46,-36,7,-60,-22,-52,19,9,-50,50,14,29,91,50,65,-42,21,-78,15,-19,90,33,16,-22,-13,-27,-57,-50,4,31,0,18,-12,24,2,-6,-65,-86,-24,3,75,33,-43,-88,-10,27,19,-26,-13
